DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	18p11.21	18	11981209	IMPA2	IMPA2			ENSG00000141401			rs2075824-T	rs2075824	0	2075824	splice_region_variant	0	NR	4E-6	5.3979400086720375		56.9756	[32.75-81.2] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	4q28.3	4	137582680	PCDH18	LINC02172			ENSG00000251632			rs11735612-A	rs11735612	0	11735612	intron_variant	0	NR	4E-6	5.3979400086720375		66.5774	[38.14-95.02] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	8p22	8	13943870	intergenic	AC022690.1 - AC023538.1	ENSG00000254425	ENSG00000255437		34090	78817	rs75216060-A	rs75216060	0	75216060	intergenic_variant	1	NR	7E-6	5.154901959985743		61.3145	[34.62-88.01] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	3p21.31	3	48372784	intergenic	FBXW12			ENSG00000164049			rs17080138-T	rs17080138	0	17080138	missense_variant	0	NR	7E-6	5.154901959985743		22.0	[12.41-31.59] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	14q23.2	14	63217357	intergenic	RHOJ			ENSG00000126785			rs59093387-A	rs59093387	0	59093387	intron_variant	0	NR	7E-6	5.154901959985743		52.5822	[29.65-75.52] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	1p36.22	1	11704224	C1orf187	DRAXIN			ENSG00000162490			rs12045323-T	rs12045323	0	12045323	intron_variant	0	NR	7E-6	5.154901959985743		57.5469	[32.42-82.68] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	10q22.1	10	70368301	intergenic	LRRC20			ENSG00000172731			rs9731813-A	rs9731813	0	9731813	intron_variant	0	NR	7E-6	5.154901959985743		27.618	[15.56-39.68] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	15q22.2	15	60080022	intergenic	AC009654.1			ENSG00000259223			rs8032150-C	rs8032150	0	8032150	intron_variant	0	NR	7E-6	5.154901959985743		59.4319	[33.47-85.39] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	20p12.1	20	16640453	RPL7AL3, RPLP0P1	RPLP0P1 - RF00019	ENSG00000226229	ENSG00000252317		53760	30188	rs6034559-T	rs6034559	0	6034559	intergenic_variant	1	NR	8E-6	5.096910013008056		66.7955	[37.45-96.14] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	2q34	2	208389154	PTH2R	PTH2R			ENSG00000144407			rs78907274-A	rs78907274	0	78907274	intron_variant	0	NR	9E-6	5.045757490560675		33.5591	[18.75-48.37] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	6q16.1	6	96391163	FUT9	UFL1-AS1			ENSG00000233797			rs767619-T	rs767619	0	767619	intron_variant	0	NR	9E-6	5.045757490560675		45.9769	[25.63-66.32] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2018-12-05	30289880	Qi G	2018-10-05	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30289880	Heritability informed power optimization (HIPO) leads to enhanced detection of genetic associations across multiple traits.	Psychiatric diseases (pleiotropy) (HIPO component 1)	4,949 autism cases, 2787 ADHD cases, 6,990 bipolar disorder cases, 9,227 depression cases, 9,379 schizophrenia cases, 27,888 controls	NA	3p22.2	3	36801132	NR	HSPD1P6 - LINC02033	ENSG00000230067	ENSG00000279727		16965	18144	rs13072940-?	rs13072940	0	13072940	intergenic_variant	1	NR	2E-8	7.698970004336019				NR [1050000]	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST006668	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder	6,197 European ancestry cases, 7,377 European ancestry controls, 1,190 cases, 1,190 controls	8,266 European ancestry cases, 147,562 European ancestry controls, 886 cases, 1,105 controls	6p22.3	6	23819007	NR	AL133270.1 - AL139093.1	ENSG00000219453	ENSG00000278128		169233	35437	rs142968358-T	rs142968358	1	11964038	intergenic_variant	1		1E-6	6.0		1.1	[1.06-1.14]	Affymetrix, Illumina [6695386] (imputed)	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST004520	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder	6,197 European ancestry cases, 7,377 European ancestry controls, 1,190 cases, 1,190 controls	8,266 European ancestry cases, 147,562 European ancestry controls, 886 cases, 1,105 controls	8q24.11	8	118082680	EXT1	EXT1			ENSG00000182197			rs7835763-A	rs7835763	0	7835763	intron_variant	0		2E-6	5.698970004336019		1.1	[1.06-1.14]	Affymetrix, Illumina [6695386] (imputed)	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST004520	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder	6,197 European ancestry cases, 7,377 European ancestry controls, 1,190 cases, 1,190 controls	8,266 European ancestry cases, 147,562 European ancestry controls, 886 cases, 1,105 controls	6p22.1	6	29942680	NR	AL671277.1, HLA-A, HLA-A, HLA-A, HLA-A, HLA-A, HLA-A			ENSG00000227766, ENSG00000223980, ENSG00000224320, ENSG00000229215, ENSG00000206505, ENSG00000206503, ENSG00000235657			rs115254791-G	rs115254791	1	9260125	non_coding_transcript_exon_variant	0		4E-6	5.3979400086720375		1.0869565	[1.05-1.14]	Affymetrix, Illumina [6695386] (imputed)	N	autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0003756	GCST004520	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	1p21.3	1	98036784	DPYD-AS2, DPYD, MIR137, MIR137HG, MIR2682	MIR137HG			ENSG00000225206			rs1782810-A	rs1782810	0	1782810	intron_variant	0		1E-19	19.0		1.12	[1.09-1.15]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	28357424	GPX5, GPX6, NKAPL, OR2B6, PGBD1, TOB2P1, ZBED9, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF192P1, ZSCAN12, ZSCAN12P1, ZSCAN16, ZSCAN16-AS1, ZSCAN23, ZSCAN26, ZSCAN31, ZSCAN9	ZKSCAN3			ENSG00000189298			rs6921919-C	rs6921919	0	6921919	intron_variant	0		1E-19	19.0		1.12	[1.09-1.14]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	10q24.32	10	102852578	AS3MT, BORCS7, BORCS7-ASMT, CNNM2, CYP17A1, NT5C2, SFXN2, WBP1L	AL358790.1			ENSG00000282772			rs11191419-?	rs11191419	0	11191419	intron_variant	0		1E-16	16.0		1.0869565	[1.06-1.11]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32645524	HLA-DQA1, HLA-DQB1	HLA-DQA1, HLA-DQA1, HLA-DQA1			ENSG00000206305, ENSG00000225890, ENSG00000196735			rs9273177-?	rs9273177	0	9273177	non_coding_transcript_exon_variant	0		1E-13	13.0		1.1363636	[1.1-1.16]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p22.1	6	29150075	HCG14, LINC01556, LINC01623, LOC100129636, OR14J1, OR2B3, OR2J2, OR2J3, OR2W1, OR5V1, TRIM27, ZNF311	AL645937.1 - AL645937.4	ENSG00000203492	ENSG00000284656		7141	12400	rs144649399-?	rs144649399	1	3129122	intergenic_variant	1		1E-12	12.0		1.1111112	[1.08-1.15]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32374760	BTNL2, HCG23, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-DRB6	AL662796.1			ENSG00000225914			rs114086406-?	rs114086406	1	3129945	intron_variant	0		1E-12	12.0		1.1111112	[1.08-1.14]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	2p16.1	2	57760458	FANCL, VRK2	ACTG1P22			ENSG00000271615			rs11682175-?	rs11682175	0	11682175	intron_variant	0		1E-12	12.0		1.0752687	[1.05-1.09]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32487060	HLA-DRB1, HLA-DRB5, HLA-DRB6	HLA-DRB9 - HLA-DRB5	ENSG00000226035	ENSG00000198502		13560	30283	rs142972412-T	rs142972412	0	142972412	intergenic_variant	1		1E-12	12.0		1.09	[1.06-1.12]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
2017-08-16	28540026	Anney RJL	2017-05-22	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/28540026	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	Autism spectrum disorder or schizophrenia	schizophrenia cases and controls (see Ripke, 2014), up to 6,197 European ancestry ASD cases, up to 7,377 European ancestry controls, up to 1,190 ASD cases, up to 1,190 controls	NA	6p21.32	6	32242482	intergenic	NOTCH4 - AL662796.1	ENSG00000206312	ENSG00000225914		18415	12158	rs138748649-T	rs138748649	1	3130305	intergenic_variant	1		1E-12	12.0		1.12	[1.08-1.15]	Affymetrix, Illumina [NR]	N	schizophrenia, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004521	Genome-wide genotyping array
